interaction_id,customer_id,interaction_date,interaction_type,sales_rep_id,outcome
INT0019814,CUST001604,2018-07-28 11:43:20,complaint,REP020,converted
INT0019815,CUST000387,2017-02-07 10:58:28,follow_up,REP002,no_response
INT0019816,CUST003297,2018-05-17 15:17:25,complaint,REP011,resolved
INT0019817,CUST004616,2017-07-29 16:59:56,meeting,REP015,resolved
INT0019818,CUST002158,2017-06-01 11:52:00,complaint,REP006,resolved
INT0019819,CUST006213,2016-12-14 17:47:48,meeting,REP003,interested
INT0019820,CUST007310,2017-09-15 22:26:17,support,REP013,resolved
INT0019821,CUST000591,2018-05-16 08:42:39,follow_up,REP029,follow_up
INT0019822,CUST005240,2017-11-30 00:00:00,support,REP004,follow_up
INT0019823,CUST000576,2018-06-30 01:07:15,email,REP013,no_response
INT0019824,CUST007456,2017-05-19 06:09:04,complaint,REP004,resolved
INT0019825,CUST002293,2017-08-24 14:36:59,support,REP001,follow_up
INT0019826,CUST004965,2017-06-03 11:57:04,meeting,REP010,no_response
INT0019827,CUST003096,2018-02-17 13:58:14,support,REP021,no_response
INT0019828,CUST000104,2017-12-02 12:52:08,call,REP026,converted
INT0019829,CUST003541,2017-08-01 16:36:00,follow_up,REP018,resolved
INT0019830,CUST000449,2017-12-13 09:13:32,meeting,REP004,follow_up
INT0019831,CUST003634,2018-09-21 19:24:33,follow_up,REP005,resolved
INT0019832,CUST002515,2017-05-02 18:04:04,complaint,REP005,follow_up
INT0019833,CUST005768,2018-03-07 05:49:50,support,REP012,interested
INT0019834,CUST007076,2018-08-17 21:14:09,complaint,REP011,interested
INT0019835,CUST008592,2017-12-23 00:00:00,support,REP030,interested
INT0019836,CUST008360,2017-04-09 01:22:37,complaint,REP004,interested
INT0019837,CUST007194,2017-04-25 15:36:31,meeting,REP022,follow_up
INT0019838,CUST001272,2017-09-05 10:03:09,email,REP010,follow_up
INT0019839,CUST007696,2017-02-02 11:02:00,complaint,REP003,follow_up
INT0019840,CUST000741,2018-10-23 22:15:09,complaint,REP008,no_response
INT0019841,CUST003822,2017-11-01 10:10:08,meeting,REP003,resolved
INT0019842,CUST004755,2018-03-19 06:07:25,email,REP028,resolved
INT0019843,CUST002818,2017-06-29 18:08:01,email,REP020,interested
INT0019844,CUST009290,2017-04-28 11:22:09,meeting,REP026,converted
INT0019845,CUST002757,2017-03-17 15:09:27,follow_up,REP015,follow_up
INT0019846,CUST002382,2017-08-30 23:21:31,meeting,REP014,interested
INT0019847,CUST002039,2017-02-22 20:37:47,email,REP025,interested
INT0019848,CUST003040,2017-11-12 09:13:45,follow_up,REP023,interested
INT0019849,CUST009698,2017-08-07 04:01:55,call,REP004,no_response
INT0019850,CUST009432,2018-08-13 19:01:04,follow_up,REP019,follow_up
INT0019851,CUST009152,2017-08-05 09:42:44,follow_up,REP009,no_response
INT0019852,CUST004514,2017-05-04 16:14:28,meeting,REP027,converted
INT0019853,CUST001362,2017-10-23 17:02:11,meeting,REP014,interested
INT0019854,CUST001645,2017-07-17 07:37:48,call,REP030,resolved
INT0019855,CUST003408,2018-12-11 11:42:48,call,REP025,converted
INT0019856,CUST003774,2017-10-19 12:17:20,complaint,REP020,resolved
INT0019857,CUST003539,2017-05-29 00:27:07,call,REP026,interested
INT0019858,CUST004166,2017-10-01 17:20:45,complaint,REP011,resolved
INT0019859,CUST002981,2017-06-04 14:27:54,meeting,REP022,no_response
INT0019860,CUST000871,2017-06-16 18:07:07,meeting,REP016,resolved
INT0019861,CUST003351,2017-09-07 12:51:30,meeting,REP018,no_response
INT0019862,CUST002017,2017-05-07 10:33:19,meeting,REP023,interested
INT0019863,CUST005969,2017-05-13 05:37:28,complaint,REP006,converted
INT0019864,CUST004858,2018-11-11 18:25:30,support,REP002,resolved
INT0019865,CUST000177,2018-07-26 01:43:59,call,REP012,no_response
INT0019866,CUST007474,2017-08-15 09:47:53,meeting,REP004,resolved
INT0019867,CUST007576,2017-01-15 05:57:21,support,REP011,converted
INT0019868,CUST003628,2017-07-26 13:52:51,meeting,REP002,follow_up
INT0019869,CUST005324,2017-07-12 05:40:31,support,REP016,no_response
INT0019870,CUST000538,2017-04-21 20:07:04,follow_up,REP023,follow_up
INT0019871,CUST009502,2018-03-28 12:21:00,email,REP020,converted
INT0019872,CUST004956,2017-09-24 00:05:49,support,REP028,interested
INT0019873,CUST001991,2017-11-03 20:41:17,meeting,REP007,converted
INT0019874,CUST006849,2017-08-01 00:00:00,support,REP024,converted
INT0019875,CUST002045,2018-10-03 04:08:09,follow_up,REP004,converted
INT0019876,CUST005332,2017-04-26 16:42:20,support,REP023,interested
INT0019877,CUST005831,2017-08-02 01:55:52,email,REP003,converted
INT0019878,CUST006461,2017-07-22 08:07:35,follow_up,REP008,resolved
INT0019879,CUST008155,2017-07-13 06:43:12,follow_up,REP015,interested
INT0019880,CUST002415,2017-05-27 00:16:17,meeting,REP017,converted
INT0019881,CUST005386,2017-01-28 01:59:44,follow_up,REP016,converted
INT0019882,CUST000479,2018-05-23 06:06:07,complaint,REP016,resolved
INT0019883,CUST002323,2017-03-10 16:37:50,follow_up,REP018,follow_up
INT0019884,CUST008518,2017-08-12 12:09:05,email,REP011,converted
INT0019885,CUST000325,2018-09-24 00:00:00,email,REP006,converted
INT0019886,CUST009804,2018-10-21 05:15:58,call,REP016,converted
INT0019887,CUST000393,2017-05-18 04:30:40,complaint,REP002,follow_up
INT0019888,CUST009982,2018-05-26 01:23:20,support,REP027,follow_up
INT0019889,CUST004094,2017-07-16 05:53:24,email,REP005,follow_up
INT0019890,CUST006893,2017-07-29 02:51:24,call,REP007,follow_up
INT0019891,CUST007349,2018-05-02 14:11:19,call,REP015,interested
INT0019892,CUST008342,2017-03-19 00:57:23,call,REP004,resolved
INT0019893,CUST001374,2018-05-01 00:50:58,call,REP014,resolved
INT0019894,CUST007465,2017-08-04 16:36:51,follow_up,REP003,interested
INT0019895,CUST001462,2017-05-26 16:17:24,call,REP006,no_response
INT0019896,CUST009654,2017-06-06 07:30:53,meeting,REP010,no_response
INT0019897,CUST001813,2017-07-24 00:52:38,call,REP002,follow_up
INT0019898,CUST004688,2017-08-01 10:33:01,email,REP010,no_response
INT0019899,CUST007969,2017-07-26 19:14:18,support,REP019,follow_up
INT0019900,CUST006415,2017-06-28 11:00:36,follow_up,REP018,no_response
INT0019901,CUST005910,2017-06-11 03:17:03,meeting,REP030,no_response
INT0019902,CUST007317,2018-06-06 12:21:54,support,REP027,no_response
INT0019903,CUST006062,2017-10-27 21:48:41,call,REP014,follow_up
INT0019904,CUST000608,2019-01-06 00:00:00,call,REP024,converted
INT0019905,CUST003939,2017-01-12 16:51:04,call,REP008,no_response
INT0019906,CUST007675,2018-07-15 23:17:07,follow_up,REP007,follow_up
INT0019907,CUST004670,2017-03-11 20:20:03,email,REP007,resolved
INT0019908,CUST008961,2017-06-11 15:29:54,complaint,REP008,follow_up
INT0019909,CUST008054,2017-09-22 10:08:09,follow_up,REP019,converted
INT0019910,CUST009701,2018-11-16 12:40:15,meeting,REP011,converted
INT0019911,CUST000618,2017-02-16 00:35:23,call,REP006,interested
INT0019912,CUST001767,2017-06-27 23:43:15,meeting,REP021,interested
INT0019913,CUST003090,2017-08-11 13:00:43,support,REP022,resolved
INT0019914,CUST006126,2017-05-26 03:11:51,call,REP030,converted
INT0019915,CUST009982,2018-08-22 01:23:20,support,REP029,follow_up
INT0019916,CUST001958,2017-07-08 19:33:47,support,REP027,no_response
INT0019917,CUST008646,2018-09-14 21:11:05,email,REP015,resolved
INT0019918,CUST004503,2019-01-01 00:00:00,complaint,REP024,resolved
INT0019919,CUST006679,2017-12-07 04:47:44,call,REP024,resolved
INT0019920,CUST004500,2018-06-01 17:19:06,meeting,REP021,converted
INT0019921,CUST001455,2017-11-11 09:57:58,complaint,REP017,resolved
INT0019922,CUST003873,2017-07-24 00:50:36,complaint,REP004,converted
INT0019923,CUST002919,2018-04-03 23:54:38,follow_up,REP028,converted
INT0019924,CUST005482,2018-06-10 00:59:29,call,REP015,resolved
INT0019925,CUST007984,2017-04-14 00:00:00,meeting,REP007,resolved
INT0019926,CUST005528,2017-08-24 11:29:33,complaint,REP001,converted
INT0019927,CUST001419,2018-04-06 04:18:44,email,REP029,resolved
INT0019928,CUST004950,2017-08-09 14:07:16,support,REP017,interested
INT0019929,CUST004452,2017-06-15 17:33:22,follow_up,REP006,interested
INT0019930,CUST000123,2017-11-29 08:57:16,follow_up,REP006,resolved
INT0019931,CUST001446,2018-05-11 04:17:41,meeting,REP011,follow_up
INT0019932,CUST004007,2017-11-19 05:24:20,meeting,REP005,interested
INT0019933,CUST002404,2018-03-22 06:23:44,complaint,REP011,interested
INT0019934,CUST000921,2017-11-03 18:50:35,complaint,REP024,converted
INT0019935,CUST008634,2018-01-27 01:36:28,email,REP018,follow_up
INT0019936,CUST004738,2018-03-19 17:57:02,meeting,REP016,follow_up
INT0019937,CUST000598,2017-11-26 04:44:06,meeting,REP017,resolved
INT0019938,CUST001259,2017-03-10 23:45:01,call,REP022,resolved
INT0019939,CUST007978,2017-07-10 01:56:05,complaint,REP009,follow_up
INT0019940,CUST005236,2018-02-15 16:09:36,complaint,REP007,resolved
INT0019941,CUST000144,2017-12-14 06:39:26,complaint,REP029,converted
INT0019942,CUST007771,2017-10-17 00:47:50,complaint,REP012,converted
INT0019943,CUST003989,2017-06-10 01:04:21,follow_up,REP025,resolved
INT0019944,CUST004573,2018-03-15 11:20:38,complaint,REP005,follow_up
INT0019945,CUST008946,2018-01-20 03:28:58,meeting,REP010,interested
INT0019946,CUST007591,2018-11-06 05:43:05,follow_up,REP023,resolved
INT0019947,CUST009314,2018-03-18 07:40:48,complaint,REP003,no_response
INT0019948,CUST004748,2017-09-15 11:54:29,follow_up,REP004,resolved
INT0019949,CUST001747,2018-08-25 23:08:01,call,REP013,converted
INT0019950,CUST001801,2018-05-01 13:55:14,complaint,REP023,no_response
INT0019951,CUST008838,2017-05-21 12:44:30,call,REP006,no_response
INT0019952,CUST005030,2017-12-05 15:53:01,call,REP001,interested
INT0019953,CUST002075,2018-05-09 13:39:10,meeting,REP004,follow_up
INT0019954,CUST003821,2018-04-13 00:00:00,complaint,REP015,converted
INT0019955,CUST006224,2017-06-24 03:28:14,meeting,REP030,resolved
INT0019956,CUST003189,2017-01-15 17:21:38,meeting,REP021,follow_up
INT0019957,CUST009254,2018-05-14 01:53:32,follow_up,REP002,follow_up
INT0019958,CUST002096,2018-01-12 03:22:14,complaint,REP012,resolved
INT0019959,CUST000895,2018-06-04 11:21:29,call,REP011,follow_up
INT0019960,CUST009185,2018-03-22 09:39:02,email,REP003,converted
INT0019961,CUST001008,2017-02-18 04:54:25,email,REP027,follow_up
INT0019962,CUST004946,2018-01-07 18:11:20,complaint,REP011,follow_up
INT0019963,CUST002543,2018-01-19 13:51:09,meeting,REP012,no_response
INT0019964,CUST004754,2017-01-13 19:25:16,complaint,REP004,no_response
INT0019965,CUST004383,2018-04-08 09:03:19,follow_up,REP029,interested
INT0019966,CUST005154,2017-09-16 03:08:03,meeting,REP019,resolved
INT0019967,CUST007622,2018-05-13 03:33:04,support,REP010,converted
INT0019968,CUST000932,2018-04-07 16:40:34,email,REP005,converted
INT0019969,CUST004841,2018-02-11 22:37:41,follow_up,REP028,interested
INT0019970,CUST003575,2018-10-01 10:38:02,follow_up,REP011,resolved
INT0019971,CUST002968,2017-10-10 21:37:18,call,REP010,interested
INT0019972,CUST005794,2017-04-20 23:50:59,call,REP001,interested
INT0019973,CUST008568,2017-09-06 17:25:51,complaint,REP026,no_response
INT0019974,CUST009827,2017-03-24 05:11:20,complaint,REP020,resolved
INT0019975,CUST000517,2018-04-19 14:15:11,complaint,REP019,follow_up
INT0019976,CUST002555,2017-12-24 20:53:08,call,REP013,no_response
INT0019977,CUST001624,2017-04-10 05:33:43,complaint,REP009,follow_up
INT0019978,CUST001013,2017-03-31 17:23:31,email,REP008,follow_up
INT0019979,CUST008726,2019-01-19 23:58:23,call,REP028,interested
INT0019980,CUST009009,2018-02-12 22:41:29,call,REP010,follow_up
INT0019981,CUST003609,2017-08-17 20:33:41,call,REP002,follow_up
INT0019982,CUST002035,2017-08-29 20:46:50,call,REP026,converted
INT0019983,CUST000793,2017-01-22 16:49:36,support,REP003,resolved
INT0019984,CUST004347,2017-04-27 22:57:20,email,REP017,no_response
INT0019985,CUST006437,2017-08-13 23:17:29,complaint,REP018,converted
INT0019986,CUST005483,2017-07-03 10:08:00,meeting,REP005,resolved
INT0019987,CUST002853,2018-01-06 20:59:45,meeting,REP018,converted
INT0019988,CUST000597,2018-03-19 14:58:01,support,REP008,interested
INT0019989,CUST007205,2017-02-12 09:10:51,call,REP030,interested
INT0019990,CUST006135,2017-01-26 12:14:15,call,REP014,resolved
INT0019991,CUST006251,2017-12-15 09:52:46,support,REP022,converted
INT0019992,CUST002296,2017-03-03 11:36:53,call,REP028,follow_up
INT0019993,CUST004027,2018-02-04 21:23:51,support,REP022,interested
INT0019994,CUST005614,2017-03-20 20:46:46,support,REP010,follow_up
INT0019995,CUST008672,2017-10-18 01:10:08,follow_up,REP008,follow_up
INT0019996,CUST004003,2017-05-04 23:11:59,complaint,REP014,resolved
INT0019997,CUST000949,2017-05-29 15:54:02,complaint,REP011,converted
INT0019998,CUST006491,2017-10-17 03:47:52,email,REP004,resolved
INT0019999,CUST004105,2017-07-22 22:51:47,email,REP017,resolved
INT0020000,CUST003581,2018-12-30 00:00:00,email,REP027,interested
INT0020001,CUST007672,2017-05-06 12:55:45,email,REP026,interested
INT0020002,CUST006920,2017-12-23 00:38:28,follow_up,REP011,interested
INT0020003,CUST000212,2018-02-28 00:13:43,call,REP026,follow_up
INT0020004,CUST005350,2018-07-26 00:00:00,meeting,REP027,resolved
INT0020005,CUST008502,2018-08-08 09:29:50,follow_up,REP006,no_response
INT0020006,CUST009670,2017-11-23 16:20:23,follow_up,REP029,converted
INT0020007,CUST009531,2017-06-20 07:07:10,meeting,REP014,resolved
INT0020008,CUST007988,2017-09-19 18:31:25,complaint,REP021,no_response
INT0020009,CUST001986,2017-09-12 06:47:46,email,REP005,resolved
INT0020010,CUST005382,2018-04-29 19:51:41,call,REP016,converted
INT0020011,CUST006870,2018-05-23 05:45:36,complaint,REP017,resolved
INT0020012,CUST006643,2018-08-12 11:19:20,complaint,REP028,interested
INT0020013,CUST001276,2017-06-29 12:49:37,call,REP018,no_response
INT0020014,CUST002967,2017-08-17 11:06:48,support,REP003,interested
INT0020015,CUST009753,2017-05-15 07:20:33,complaint,REP019,follow_up
INT0020016,CUST006279,2017-04-30 14:15:32,call,REP015,follow_up
INT0020017,CUST003806,2018-08-11 00:00:00,follow_up,REP025,converted
INT0020018,CUST006216,2018-01-20 00:38:41,meeting,REP008,no_response
INT0020019,CUST005045,2017-01-22 19:48:26,complaint,REP016,follow_up
INT0020020,CUST007124,2017-10-13 22:54:59,email,REP006,no_response
INT0020021,CUST005201,2018-01-15 15:02:32,email,REP016,interested
INT0020022,CUST002976,2017-09-26 16:43:31,meeting,REP013,converted
INT0020023,CUST008324,2018-04-30 00:00:00,support,REP014,no_response
INT0020024,CUST008178,2018-09-13 00:00:00,complaint,REP012,interested
INT0020025,CUST009637,2017-05-01 17:58:52,support,REP022,converted
INT0020026,CUST006509,2018-01-19 02:47:36,meeting,REP018,interested
INT0020027,CUST006596,2018-05-01 01:34:54,follow_up,REP009,resolved
INT0020028,CUST004346,2017-09-11 00:08:11,complaint,REP011,interested
INT0020029,CUST007768,2017-09-19 04:30:49,call,REP007,resolved
INT0020030,CUST003057,2017-07-07 13:28:17,email,REP017,resolved
INT0020031,CUST004821,2017-11-19 01:34:26,complaint,REP017,interested
INT0020032,CUST006078,2018-04-17 16:09:48,support,REP015,interested
INT0020033,CUST007743,2018-01-21 16:37:15,support,REP006,converted
INT0020034,CUST002551,2017-07-09 02:44:25,complaint,REP001,converted
INT0020035,CUST001788,2017-04-08 06:12:45,email,REP017,converted
INT0020036,CUST001508,2017-08-03 20:21:08,support,REP017,follow_up
INT0020037,CUST009125,2018-02-06 10:40:55,support,REP016,interested
INT0020038,CUST009704,2017-05-16 00:00:00,meeting,REP003,resolved
INT0020039,CUST008906,2018-01-03 07:48:21,follow_up,REP003,no_response
INT0020040,CUST006463,2018-02-10 03:20:57,follow_up,REP012,no_response
INT0020041,CUST005150,2018-08-23 13:37:48,meeting,REP021,follow_up
INT0020042,CUST006569,2017-07-27 00:00:00,call,REP026,follow_up
INT0020043,CUST000430,2017-05-09 02:36:47,meeting,REP002,resolved
INT0020044,CUST004238,2018-05-06 15:57:37,support,REP026,converted
INT0020045,CUST006347,2017-10-21 00:35:17,meeting,REP017,interested
INT0020046,CUST001471,2017-05-21 12:26:44,meeting,REP018,follow_up
INT0020047,CUST006664,2018-12-24 16:31:48,email,REP016,resolved
INT0020048,CUST004135,2017-10-04 12:09:16,email,REP008,interested
INT0020049,CUST004991,2017-09-29 14:14:51,complaint,REP017,interested
INT0020050,CUST000254,2018-11-24 07:27:37,meeting,REP002,resolved
INT0020051,CUST006185,2017-12-29 04:39:06,meeting,REP025,follow_up
INT0020052,CUST001811,2018-02-13 20:07:21,support,REP003,no_response
INT0020053,CUST006446,2017-07-03 00:00:00,email,REP028,resolved
INT0020054,CUST009560,2017-05-16 06:59:17,email,REP009,follow_up
INT0020055,CUST009389,2017-07-29 00:00:00,follow_up,REP025,converted
INT0020056,CUST004503,2018-08-29 00:00:00,support,REP018,converted
INT0020057,CUST006508,2017-03-20 03:19:40,support,REP007,converted
INT0020058,CUST002079,2017-02-19 09:10:41,complaint,REP027,interested
INT0020059,CUST001097,2017-07-10 06:53:33,follow_up,REP025,converted
INT0020060,CUST001660,2017-07-06 23:16:54,email,REP011,follow_up
INT0020061,CUST002260,2017-06-05 23:46:52,follow_up,REP007,follow_up
INT0020062,CUST007296,2017-07-01 14:23:49,email,REP013,no_response
INT0020063,CUST004005,2017-03-22 22:11:02,support,REP005,no_response
INT0020064,CUST006776,2017-12-07 00:12:43,email,REP016,resolved
INT0020065,CUST001448,2017-03-19 00:00:00,call,REP016,follow_up
INT0020066,CUST002095,2017-10-11 11:52:14,meeting,REP011,interested
INT0020067,CUST001277,2018-04-02 00:00:00,email,REP003,resolved
INT0020068,CUST005997,2017-07-17 02:29:32,meeting,REP007,resolved
INT0020069,CUST008634,2018-04-13 01:36:28,call,REP030,follow_up
INT0020070,CUST009552,2018-01-04 09:43:17,complaint,REP024,interested
INT0020071,CUST002282,2019-01-11 06:04:13,follow_up,REP022,no_response
INT0020072,CUST009517,2017-03-20 19:51:55,meeting,REP012,no_response
INT0020073,CUST007240,2017-03-26 09:27:01,complaint,REP010,follow_up
INT0020074,CUST008639,2017-11-07 00:41:41,support,REP006,resolved
INT0020075,CUST008237,2018-03-22 18:24:02,support,REP023,interested
INT0020076,CUST003119,2017-06-18 12:49:06,support,REP018,resolved
INT0020077,CUST003150,2017-08-25 04:43:56,complaint,REP022,follow_up
INT0020078,CUST008948,2017-06-03 21:44:28,support,REP017,interested
INT0020079,CUST000163,2017-03-03 22:23:01,meeting,REP023,follow_up
INT0020080,CUST002505,2017-06-24 17:31:37,complaint,REP010,follow_up
INT0020081,CUST001248,2017-10-14 00:00:00,meeting,REP008,converted
INT0020082,CUST002804,2018-02-24 17:02:37,follow_up,REP001,interested
INT0020083,CUST007726,2017-04-02 02:24:35,email,REP029,interested
INT0020084,CUST000177,2018-06-28 01:43:59,support,REP004,interested
INT0020085,CUST007906,2017-02-14 19:56:40,meeting,REP004,resolved
INT0020086,CUST006895,2019-01-24 00:18:16,meeting,REP010,converted
INT0020087,CUST006225,2017-06-23 08:32:47,meeting,REP011,no_response
INT0020088,CUST006772,2017-09-17 05:05:14,support,REP009,follow_up
INT0020089,CUST009675,2017-03-28 04:49:08,follow_up,REP023,follow_up
INT0020090,CUST009066,2017-06-27 02:40:26,complaint,REP013,converted
INT0020091,CUST008621,2017-02-26 23:53:02,complaint,REP006,interested
INT0020092,CUST004016,2017-10-30 16:37:47,meeting,REP018,resolved
INT0020093,CUST009469,2018-09-22 08:37:11,support,REP016,follow_up
INT0020094,CUST005669,2017-08-18 17:26:28,call,REP021,resolved
INT0020095,CUST003919,2017-08-13 16:38:17,follow_up,REP013,interested
