cost_id,cost_date,state,cost_type,cost_amount
COST002884,2018-09-23,BA,payroll,3833.25
COST002885,2017-02-25,RJ,warehouse,1229.55
COST002886,2018-04-22,MG,payroll,163.94
COST002887,2017-10-20,SC,marketing,1094.27
COST002888,2017-08-15,RJ,technology,5770.55
COST002889,2018-02-03,SP,logistics,9020.83
COST002890,2017-03-09,RJ,payroll,313.23
COST002891,2018-09-06,RS,payroll,722.21
COST002892,2017-04-19,MG,payroll,1712.53
COST002893,2017-10-25,RJ,payroll,9733.53
COST002894,2018-05-15,SC,technology,1785.19
COST002895,2018-01-15,MG,technology,4747.4
COST002896,2017-06-17,PR,marketing,514.44
COST002897,2018-05-29,DF,logistics,8521.76
COST002898,2018-02-27,RJ,payroll,9480.66
COST002899,2018-01-02,DF,marketing,7586.64
COST002900,2017-03-29,MG,technology,5676.36
COST002901,2018-04-15,RJ,warehouse,2563.74
COST002902,2017-03-28,RJ,customer_support,1870.95
COST002903,2018-06-03,RJ,technology,5204.45
COST002904,2018-03-13,RS,technology,2976.69
COST002905,2017-04-28,RS,warehouse,6737.42
COST002906,2018-01-01,RJ,warehouse,2724.43
COST002907,2017-02-17,BA,marketing,1785.19
COST002908,2017-05-16,RJ,logistics,5857.33
COST002909,2018-06-13,MG,logistics,7632.31
COST002910,2017-11-11,PR,technology,830.26
COST002911,2017-08-20,SP,warehouse,6229.3
COST002912,2018-02-23,PR,technology,8173.45
COST002913,2017-10-05,MG,logistics,162.74
COST002914,2017-05-09,RS,logistics,2316.92
COST002915,2018-02-21,MG,payroll,3055.91
COST002916,2018-06-04,MG,logistics,239.05
COST002917,2017-12-09,SP,customer_support,6812.08
COST002918,2017-02-15,SC,payroll,4251.91
COST002919,2017-03-06,BA,technology,6509.04
COST002920,2017-10-04,PR,marketing,4108.81
COST002921,2017-04-15,BA,logistics,1821.96
COST002922,2017-04-03,RS,payroll,5206.07
COST002923,2017-12-10,MG,marketing,7260.18
COST002924,2018-06-04,SP,marketing,1631.53
COST002925,2017-05-04,MG,technology,3602.12
COST002926,2017-06-18,BA,warehouse,7371.1
COST002927,2018-03-14,MG,marketing,6598.27
COST002928,2018-06-03,PR,technology,9995.48
COST002929,2018-03-18,PR,warehouse,1817.46
COST002930,2017-12-02,BA,customer_support,3506.44
COST002931,2017-12-20,SP,marketing,2061.1
COST002932,2017-01-04,MG,technology,2517.14
COST002933,2018-01-23,MG,technology,2037.53
COST002934,2017-01-24,MG,payroll,9892.04
COST002935,2018-01-03,BA,technology,6498.88
COST002936,2018-02-08,RJ,marketing,937.96
COST002937,2018-05-24,RJ,marketing,5253.58
COST002938,2017-11-11,DF,logistics,919.92
COST002939,2017-10-04,MG,marketing,3966.24
COST002940,2017-11-06,BA,warehouse,6437.4
COST002941,2017-09-23,PR,logistics,569.8
COST002942,2017-01-17,BA,technology,559.12
COST002943,2017-03-16,SP,logistics,2580.92
COST002944,2018-03-19,DF,warehouse,6624.81
COST002945,2017-10-30,SC,logistics,9253.25
COST002946,2018-07-03,SC,warehouse,2790.84
COST002947,2017-07-08,PR,technology,9569.12
COST002948,2018-05-02,BA,logistics,5528.28
COST002949,2018-09-08,SP,marketing,5077.5
COST002950,2017-04-08,RS,marketing,1121.71
COST002951,2018-04-22,SC,warehouse,9559.08
COST002952,2018-03-21,MG,warehouse,7935.54
COST002953,2018-06-11,BA,warehouse,132.1
COST002954,2017-12-21,MG,customer_support,7949.99
COST002955,2018-03-11,RJ,technology,5578.08
COST002956,2017-02-28,BA,customer_support,1087.46
COST002957,2017-09-11,DF,warehouse,7042.53
COST002958,2017-02-12,RS,marketing,6694.13
COST002959,2018-02-05,SC,marketing,6851.85
COST002960,2017-08-02,SC,warehouse,8768.73
COST002961,2017-12-03,RJ,payroll,7624.86
COST002962,2017-08-15,PR,customer_support,9118.74
COST002963,2017-07-16,SC,warehouse,3882.94
COST002964,2017-03-15,RJ,payroll,5665.55
COST002965,2017-11-16,SP,logistics,9859.45
COST002966,2018-03-23,MG,logistics,5942.4
COST002967,2017-08-05,PR,marketing,4281.76
COST002968,2017-10-07,RS,logistics,4725.04
COST002969,2017-12-29,DF,logistics,7413.49
COST002970,2018-03-14,MG,logistics,3715.11
COST002971,2017-01-29,PR,technology,576.28
COST002972,2017-01-11,BA,technology,9154.74
COST002973,2017-06-26,RS,customer_support,4870.82
COST002974,2018-06-27,SP,warehouse,5235.87
COST002975,2017-08-25,SP,payroll,3683.34
COST002976,2018-09-10,RS,marketing,9209.13
COST002977,2018-01-30,SC,customer_support,1927.46
COST002978,2018-02-16,MG,customer_support,3968.14
COST002979,2017-02-08,DF,technology,3855.18
COST002980,2018-08-28,DF,technology,5078.6
COST002981,2018-04-19,SP,customer_support,9694.28
COST002982,2017-03-19,PR,marketing,2082.14
COST002983,2017-08-25,MG,customer_support,6386.63
COST002984,2017-12-31,RS,technology,5622.94
COST002985,2018-07-28,DF,marketing,2697.44
COST002986,2018-02-01,SP,warehouse,4192.3
COST002987,2018-01-15,DF,warehouse,4280.56
COST002988,2017-04-25,SP,customer_support,2393.14
COST002989,2018-01-06,RJ,logistics,4896.41
COST002990,2018-07-04,RJ,marketing,1939.03
COST002991,2018-05-28,MG,marketing,2144.09
COST002992,2018-02-01,MG,warehouse,8505.23
COST002993,2018-04-19,RS,technology,9344.79
COST002994,2018-08-27,RS,marketing,3957.47
COST002995,2017-02-16,RS,customer_support,203.45
COST002996,2017-04-08,DF,marketing,8913.7
COST002997,2017-03-30,RJ,technology,7933.31
COST002998,2018-04-21,SP,warehouse,4218.17
COST002999,2017-10-27,SP,marketing,6232.5
COST003000,2017-10-15,RS,marketing,9149.44
